"AÑO","MES","CORREGIMIENTO/BARRIO","ZONA WIFI","DISPOSITIVOS SIN CLASIFICAR","SMARTPHONE","TABLET","PC"
"2.025","JUNIO","BLAS DE LEZO","INSPECCION DE POLICIA BLAS DE LEZO","8","2,653","3","39"
"2.025","MAYO","BICENTENARIO","BIBLIOTECA BICENTENARIO","1","826","2","19"
"2.024","ENERO","BAYUNCA","BIBLIOTECA DISTRITAL BAYUNCA","0","481","0","4"
"2.024","FEBRERO","BAYUNCA","BIBLIOTECA DISTRITAL BAYUNCA","0","422","2","27"
"2.024","MARZO","BAYUNCA","BIBLIOTECA DISTRITAL BAYUNCA","0","814","0","1"
"2.024","ABRIL","BAYUNCA","BIBLIOTECA DISTRITAL BAYUNCA","0","96","0","2"
"2.024","MAYO","BAYUNCA","BIBLIOTECA DISTRITAL BAYUNCA","0","711","2","7"
"2.024","JUNIO","BAYUNCA","BIBLIOTECA DISTRITAL BAYUNCA","0","2,852","1","12"
"2.024","JULIO","BAYUNCA","BIBLIOTECA DISTRITAL BAYUNCA","1","957","2","10"
"2.024","AGOSTO","BAYUNCA","BIBLIOTECA DISTRITAL BAYUNCA","0","500","6","8"
"2.024","SEPTIEMBRE","BAYUNCA","BIBLIOTECA DISTRITAL BAYUNCA","2","1,375","1","2"
"2.024","OCTUBRE","BAYUNCA","BIBLIOTECA DISTRITAL BAYUNCA","0","807","2","2"
"2.024","NOVIEMBRE","BAYUNCA","BIBLIOTECA DISTRITAL BAYUNCA","3","1,592","12","7"
"2.024","DICIEMBRE","BAYUNCA","BIBLIOTECA DISTRITAL BAYUNCA","0","262","0","1"
"2.025","ENERO","BAYUNCA","BIBLIOTECA DISTRITAL BAYUNCA","55","261","9","4"
"2.025","FEBRERO","BAYUNCA","BIBLIOTECA DISTRITAL BAYUNCA","0","396","0","3"
"2.025","MARZO","BAYUNCA","BIBLIOTECA DISTRITAL BAYUNCA","0","796","3","0"
"2.025","ABRIL","BAYUNCA","BIBLIOTECA DISTRITAL BAYUNCA","0","823","0","42"
"2.025","MAYO","BAYUNCA","BIBLIOTECA DISTRITAL BAYUNCA","0","1,030","1","3"
"2.025","JUNIO","BAYUNCA","BIBLIOTECA DISTRITAL BAYUNCA","0","649","0","1"
"2.024","DICIEMBRE","BARU","INSPECCION DE POLICIA BARU","0","214","0","15"
"2.025","ENERO","BARU","INSPECCION DE POLICIA BARU","0","681","0","11"
"2.025","FEBRERO","BARU","INSPECCION DE POLICIA BARU","4","341","1","26"
"2.025","MARZO","BARU","INSPECCION DE POLICIA BARU","0","2,723","9","55"
"2.025","ABRIL","BARU","TIERRA BOMBA","2","3,147","7","16"
"2.025","ABRIL","BARU","INSPECCION DE POLICIA BARU","0","301","0","19"
"2.025","MAYO","BARU","INSPECCION DE POLICIA BARU","0","1,082","0","11"
"2.025","JUNIO","BARU","INSPECCION DE POLICIA BARU","5","2,617","4","37"
"2.024","DICIEMBRE","ARROYO GRANDE","INSPECCION DE POLICIA ARROYO GRANDE","0","499","1","6"
"2.025","ENERO","ARROYO GRANDE","INSPECCION DE POLICIA ARROYO GRANDE","0","724","5","1"
"2.025","FEBRERO","ARROYO GRANDE","INSPECCION DE POLICIA ARROYO GRANDE","0","1,316","20","7"
"2.025","MARZO","ARROYO GRANDE","INSPECCION DE POLICIA ARROYO GRANDE","0","0","0","0"
"2.025","ABRIL","ARROYO GRANDE","INSPECCION DE POLICIA ARROYO GRANDE","0","1,113","0","77"
"2.025","MAYO","ARROYO GRANDE","INSPECCION DE POLICIA ARROYO GRANDE","2","769","1","35"
"2.025","JUNIO","ARROYO GRANDE","INSPECCION DE POLICIA ARROYO GRANDE","0","496","0","15"
"2.024","DICIEMBRE","ARROYO DE PIEDRA","INSPECCION DE POLICIA ARROYO DE PIEDRA","4","1,439","12","67"
"2.025","ENERO","ARROYO DE PIEDRA","INSPECCION DE POLICIA ARROYO DE PIEDRA","0","284","5","10"
"2.025","FEBRERO","ARROYO DE PIEDRA","INSPECCION DE POLICIA ARROYO DE PIEDRA","1","2,697","1","28"
"2.025","MARZO","ARROYO DE PIEDRA","INSPECCION DE POLICIA ARROYO DE PIEDRA","25","2,217","1","6"
"2.025","ABRIL","ARROYO DE PIEDRA","INSPECCION DE POLICIA ARROYO DE PIEDRA","0","1,376","3","12"
"2.025","MAYO","ARROYO DE PIEDRA","INSPECCION DE POLICIA ARROYO DE PIEDRA","0","597","2","17"
"2.025","JUNIO","ARROYO DE PIEDRA","INSPECCION DE POLICIA ARROYO DE PIEDRA","5","1,641","15","2"
"2,025","JULIO","CIUDAD DEL BICENTENARIO","BIBLIOTECA BICENTENARIO","0","621","2","23"
"2,025","JULIO","LA BOQUILLA","BIBLIOTECA BOQUILLA","4","634","1","57"
"2,025","JULIO","COLOMBIATON","BIBLIOTECA COLOMBIATON","0","546","12","33"
"2,025","JULIO","BAYUNCA","BIBLIOTECA DISTRITAL BAYUNCA","1","2,538","13","41"
"2,025","JULIO","PONTEZUELA","BIBLIOTECA PONTEZUELA","1","677","4","34"
"2,025","JULIO","CIUDADELA LA PAZ","CIUDADELA LA PAZ","0","2,872","2","25"
"2,025","JULIO","FREDONIA","COLEGIO FREDONIA","0","1,911","6","8"
"2,025","JULIO","NUEVO PARAISO","INSPECCION  NUEVO PARAISO","1","1,084","0","63"
"2,025","JULIO","EL POZON","INSPECCION DE POLICA EL POZON","0","89","0","2"
"2,025","JULIO","ARROYO DE PIEDRA","INSPECCION DE POLICIA ARROYO DE PIEDRA","0","1,357","29","14"
"2,025","JULIO","ARROYO GRANDE","INSPECCION DE POLICIA ARROYO GRANDE","2","3,022","6","15"
"2,025","JULIO","BARU","INSPECCION DE POLICIA BARU","2","1,114","3","40"
"2,025","JULIO","BLAS DE LEZO","INSPECCION DE POLICIA BLAS DE LEZO","0","706","1","4"
"2,025","JULIO","EL BOSQUE","INSPECCION DE POLICIA BOSQUE","0","910","4","3"
"2,025","JULIO","CIUDADELA 2000","INSPECCION DE POLICIA CIUDADELA 2000","1","2,749","6","53"
"2,025","JULIO","BOCAGRANDE","INSPECCION DE POLICIA DE BOCAGRANDE","0","853","0","59"
"2,025","JULIO","LAS PALMERAS","INSPECCION DE POLICIA DE LAS PALMERAS","0","807","1","18"
"2,025","JULIO","TERNERA","INSPECCION DE POLICIA DE TERNERA","0","428","1","17"
"2,025","JULIO","PONTEZUELA","INSPECCION DE POLICIA PONTEZUELA","21","2,585","1","11"
"2,025","JULIO","SANTA ANA","INSPECCION DE POLICIA SANTA ANA","11","2,267","4","4"
"2,025","JULIO","EL SOCORRO","JORGE ARTEL","1","1,698","0","19"
"2,025","JULIO","MANGA","PARQUE ROMAN","0","624","0","11"
"2,025","JULIO","SAN FRANCISCO","PARQUE SAN FRANCISCO","0","0","0","0"
"2,025","JULIO","CAMPESTRE","PATINODROMO EL CAMPESTRE","0","896","10","8"
"2,025","JULIO","EL CENTRO","PLAZA DE LA ADUANA","0","1,132","0","5"
"2,025","JULIO","PUNTA CANOA","PUNTA CANOA","0","678","0","21"
"2,025","JULIO","TIERRA BOMBA","TIERRA BOMBA","0","710","0","30"
"2,025","JULIO","BRUSELAS","ZONA WIFI CTG BRUSELAS","3","246","0","2"
"2,025","JULIO","SAN FERNANDO","ZONA WIFI CTG SAN FERNANDO LA FLORIDA","0","0","0","0"
